,x,y,player_name,team,position,foot,goals,agg_position
0,7.9761586,8.55048,Jonathan Woodgate,Newcastle United,Left Center Back,Right Foot,0.0,Center Back
1,5.904658,5.1647897,Jamal Julian Campbell-Ryce,Charlton Athletic,Left Center Forward,Right Foot,0.0,Striker
2,9.524167,3.7984972,Jason Joseph Euell,Charlton Athletic,Right Center Forward,Right Foot,0.0,Striker
3,8.097291,8.523913,Chris Perry,Charlton Athletic,Right Center Back,Right Foot,0.0,Center Back
4,8.354272,3.7683446,Stylianos Giannakopoulos,Bolton Wanderers,Right Wing,Right Foot,0.0,Right Wing
5,7.73736,8.283681,"Bruno N""Gotty",Bolton Wanderers,Right Center Back,Right Foot,0.0,Center Back
6,7.1447573,4.172764,Massimo Maccarone,Middlesbrough,Left Center Forward,Right Foot,1.0,Striker
7,3.7792103,4.0112896,Danny Mills,Middlesbrough,Right Back,Right Foot,0.0,Right Back
8,5.168153,8.153866,Franck Queudrue,Middlesbrough,Left Back,Left Foot,0.0,Left Back
9,7.2217717,7.400716,Ugo Ehiogu,Middlesbrough,Right Center Back,Right Foot,0.0,Center Back
10,9.478598,3.1049724,Joseph-Desiré Job,Middlesbrough,Left Center Forward,Right Foot,0.0,Striker
11,6.9961634,4.2370715,Collins John,Fulham,Right Midfield,Right Foot,0.0,Right Wing
12,9.124839,4.2419944,Brian McBride,Fulham,Left Center Midfield,Right Foot,0.0,Center Midfield
13,7.8893538,6.881085,Ian Pearce,Fulham,Right Center Back,Right Foot,0.0,Center Back
14,6.815424,5.669239,Alain Goma,Fulham,Left Center Back,Right Foot,0.0,Center Back
15,3.6717856,6.359279,Luís Boa Morte Pereira,Fulham,Center Forward,Left Foot,0.0,Striker
16,4.563033,7.9107385,Carlos Manuel Bocanegra,Fulham,Left Back,Left Foot,0.0,Left Back
17,6.7953644,5.690583,Martin Djetou,Fulham,Right Midfield,Right Foot,0.0,Right Wing
18,6.618225,4.9300222,Ibrahim Ba,Bolton Wanderers,Center Defensive Midfield,Left Foot,0.0,Defensive Midfield
19,6.072867,4.929425,Henrik Pedersen,Bolton Wanderers,Left Wing,Left Foot,0.5,Left Wing
20,8.170989,4.1872544,Kevin Nolan,Bolton Wanderers,Right Center Midfield,Right Foot,0.0,Center Midfield
21,8.16092,8.410852,Émerson Augusto Thome,Bolton Wanderers,Left Center Back,Right Foot,0.0,Center Back
22,4.4174523,3.1260612,"Augustine Azuka ""Jay-Jay"" Okocha",Bolton Wanderers,Left Center Midfield,Right Foot,0.0,Center Midfield
23,3.906547,8.310007,Ricardo Wayne Gardner,Bolton Wanderers,Left Back,Left Foot,0.0,Left Back
24,8.418089,6.966109,Iván Campo Ramos,Bolton Wanderers,Center Defensive Midfield,Right Foot,0.5,Defensive Midfield
25,5.0606675,8.396491,Simon Charlton,Bolton Wanderers,Left Back,Left Foot,0.0,Left Back
26,10.36488,2.9395177,Kevin Cyril Davies,Bolton Wanderers,Center Forward,Right Foot,0.0,Striker
27,-1.7892901,7.5190363,Jussi Jääskeläinen,Bolton Wanderers,Goalkeeper,Right Foot,0.0,Goalkeeper
28,3.8785625,2.9776843,Nicky Hunt,Bolton Wanderers,Right Back,Right Foot,0.0,Right Back
29,6.81098,2.4712715,Youri Djorkaeff,Bolton Wanderers,Left Midfield,Right Foot,0.0,Left Wing
30,8.312458,6.2973084,Per Frandsen,Bolton Wanderers,Right Center Midfield,Left Foot,0.0,Center Midfield
31,6.77109,5.398937,Simon Johnson,Leeds United,Right Center Forward,Right Foot,0.0,Striker
32,7.429414,5.8265586,Nick Barmby,Leeds United,Right Center Midfield,Right Foot,0.0,Center Midfield
33,6.4642487,7.9650173,Steven Caldwell,Leeds United,Left Center Back,Right Foot,0.0,Center Back
34,4.193208,6.814321,Ian Harte,Leeds United,Left Back,Left Foot,0.0,Left Back
35,5.1010585,7.050504,Dominic Matteo,Leeds United,Left Center Midfield,Left Foot,0.0,Center Midfield
36,7.221814,7.136815,Michael Duberry,Leeds United,Right Center Midfield,Right Foot,0.0,Center Midfield
37,7.7947516,6.6310835,Lucas Radebe,Leeds United,Right Center Back,Right Foot,0.0,Center Back
38,9.447417,3.1763492,Mark Viduka,Leeds United,Right Center Forward,Right Foot,0.0,Striker
39,6.306764,5.5444245,Dino Baggio,Blackburn Rovers,Right Back,Right Foot,0.0,Right Back
40,5.052114,4.586426,Steven Reid,Blackburn Rovers,Left Midfield,Right Foot,0.0,Left Wing
41,7.373378,7.0991416,Barry Ferguson,Blackburn Rovers,Left Center Midfield,Right Foot,0.0,Center Midfield
42,8.179761,3.8108647,Paul Gallagher,Blackburn Rovers,Right Center Forward,Right Foot,0.0,Striker
43,6.282345,5.1048284,Danny Murphy,Liverpool,Right Midfield,Right Foot,0.0,Right Wing
44,6.5003743,5.094282,Rohan Ricketts,Tottenham Hotspur,Left Center Midfield,Right Foot,0.0,Center Midfield
45,6.665342,4.337787,Bobby Zamora,Tottenham Hotspur,Right Center Forward,Left Foot,0.0,Striker
46,7.656132,6.2841887,Mbulelo Mabizela,Tottenham Hotspur,Left Center Back,Right Foot,0.0,Center Back
47,3.6987493,3.7063832,Stephen Carr,Tottenham Hotspur,Right Wing Back,Right Foot,0.0,Right Back
48,6.4826236,2.6861255,Darren Anderton,Tottenham Hotspur,Right Center Midfield,Right Foot,1.0,Center Midfield
49,7.7243752,8.150465,Dean Richards,Tottenham Hotspur,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
50,5.082726,6.612621,Paul Konchesky,Tottenham Hotspur,Left Center Back,Left Foot,0.0,Center Back
51,8.295134,4.0375676,Barry Hayles,Fulham,Center Forward,Right Foot,0.0,Striker
52,7.903848,7.395404,Andy Melville,Fulham,Right Center Back,Right Foot,0.0,Center Back
53,6.1506763,2.3292665,Sean Davis,Fulham,Right Center Midfield,Right Foot,0.0,Center Midfield
54,6.25517,5.9982343,Lee Clark,Fulham,Left Center Midfield,Right Foot,0.0,Center Midfield
55,8.535328,6.615228,Sylvain Legwinski,Fulham,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
56,3.978837,8.206127,Jérôme Bonnissel,Fulham,Left Back,Left Foot,0.0,Left Back
57,3.7626257,3.6242611,Moritz Volz,Fulham,Right Back,Right Foot,0.0,Right Back
58,8.182047,7.874217,Zat Knight,Fulham,Left Center Back,Right Foot,0.0,Center Back
59,6.9436026,3.7426963,Steed Malbranque,Fulham,Left Midfield,Right Foot,0.0,Left Wing
60,7.4031615,3.8200157,Junichi Inamoto,Fulham,Left Center Midfield,Right Foot,0.0,Center Midfield
61,-1.5500205,7.897809,Maik Taylor,Birmingham City,Goalkeeper,Right Foot,0.0,Goalkeeper
62,9.084069,3.934545,Mikael Forssell,Birmingham City,Center Forward,Right Foot,0.0,Striker
63,7.388492,6.307275,Aliou Cissé,Birmingham City,Right Center Midfield,Right Foot,0.0,Center Midfield
64,7.3496904,5.747758,Tie Li,Everton,Left Center Midfield,Right Foot,0.0,Center Midfield
65,4.444781,7.6942863,Gary Naysmith,Everton,Left Back,Left Foot,0.0,Left Back
66,7.498297,7.563463,Joseph Phillip Yobo,Everton,Right Center Back,Right Foot,0.0,Center Back
67,-0.78732437,8.316212,Richard Wright,Everton,Goalkeeper,Left Foot,0.0,Goalkeeper
68,7.3726087,4.364855,Steve Watson,Everton,Right Midfield,Right Foot,0.0,Right Wing
69,8.100904,3.434981,Tomasz Radziński,Everton,Right Center Forward,Right Foot,1.0,Striker
70,6.5873895,4.2054334,Thomas Gravesen,Everton,Left Center Midfield,Right Foot,0.0,Center Midfield
71,4.503565,6.6496916,Mark Pembridge,Everton,Left Midfield,Left Foot,0.0,Left Wing
72,4.4518538,8.446001,David Unsworth,Everton,Left Back,Left Foot,0.0,Left Back
73,3.427627,3.4466207,Alessandro Pistone,Everton,Right Back,Right Foot,0.0,Right Back
74,7.2530894,7.3007264,Alan Stubbs,Everton,Left Center Back,Right Foot,0.0,Center Back
75,8.244488,5.0466084,Tobias Linderoth,Everton,Right Center Midfield,Right Foot,0.0,Center Midfield
76,8.991688,3.8172648,Nick Chadwick,Everton,Left Center Forward,Right Foot,0.0,Striker
77,5.0304823,7.2306895,Neill McCann,Southampton,Right Midfield,Left Foot,0.0,Right Wing
78,6.438411,5.7730827,Darren Kenton,Southampton,Right Back,Right Foot,0.0,Right Back
79,7.695173,4.5825915,Brett Ormerod,Southampton,Left Midfield,Right Foot,0.0,Left Wing
80,-1.099526,7.622591,Antti Mikko Niemi,Southampton,Goalkeeper,Right Foot,0.0,Goalkeeper
81,8.871597,4.787838,David Prutton,Southampton,Right Midfield,Right Foot,0.0,Right Wing
82,4.7308264,8.582593,Danny Higginbotham,Southampton,Left Back,Left Foot,0.0,Left Back
83,7.8892035,8.090051,Fitz Hall,Southampton,Left Center Back,Right Foot,0.0,Center Back
84,7.2158127,4.482914,Léandre Griffit,Southampton,Left Midfield,Right Foot,0.0,Left Wing
85,6.919592,7.1218963,Michael Lennart Svensson,Southampton,Right Center Back,Right Foot,0.0,Center Back
86,3.9175553,4.3197107,Rory Delap,Southampton,Left Center Midfield,Right Foot,0.0,Center Midfield
87,8.995869,3.354924,Kevin Phillips,Southampton,Left Center Forward,Right Foot,0.0,Striker
88,5.0413647,2.8604264,Chris Baird,Southampton,Right Back,Right Foot,0.0,Right Back
89,9.815174,3.363371,James Beattie,Southampton,Right Center Forward,Right Foot,0.0,Striker
90,8.81097,4.113874,Paul Telfer,Southampton,Right Center Midfield,Right Foot,0.0,Center Midfield
91,6.230223,5.600898,Gustavo Augusto Poyet Domínguez,Tottenham Hotspur,Right Midfield,Right Foot,0.0,Right Wing
92,6.5033536,3.8912256,Jermain Defoe,Tottenham Hotspur,Left Midfield,Right Foot,0.0,Left Wing
93,5.6179686,8.167955,Anthony Gardner,Tottenham Hotspur,Left Center Back,Left Foot,0.0,Center Back
94,6.416078,3.7246923,Simon Davies,Tottenham Hotspur,Right Midfield,Right Foot,0.0,Right Wing
95,3.9715688,4.4167333,Stephen Kelly,Tottenham Hotspur,Right Back,Right Foot,0.0,Right Back
96,5.118278,8.3489275,Ledley King,Tottenham Hotspur,Center Back,Left Foot,0.0,Center Back
97,7.5985184,6.130309,Michael Brown,Tottenham Hotspur,Left Center Midfield,Right Foot,0.0,Center Midfield
98,3.488597,4.0418077,Mauricio Taricco,Tottenham Hotspur,Left Back,Right Foot,0.0,Left Back
99,9.40422,2.9506252,Robbie Keane,Tottenham Hotspur,Left Center Forward,Right Foot,0.5,Striker
100,-2.1407366,7.733207,Kasey Keller,Tottenham Hotspur,Goalkeeper,Right Foot,0.0,Goalkeeper
101,8.626379,5.901033,Jamie Redknapp,Tottenham Hotspur,Right Center Midfield,Right Foot,1.0,Center Midfield
102,4.220429,6.664127,Johnnie Jackson,Tottenham Hotspur,Left Midfield,Left Foot,0.0,Left Wing
103,-1.7112055,7.923751,Neil Sullivan,Chelsea,Goalkeeper,Right Foot,0.0,Goalkeeper
104,8.1178055,7.7439656,John Terry,Chelsea,Left Center Back,Right Foot,0.0,Center Back
105,7.127902,6.161424,Scott Parker,Charlton Athletic,Right Center Midfield,Right Foot,0.0,Center Midfield
106,6.775029,6.2996473,William Gallas,Chelsea,Right Center Back,Right Foot,0.0,Center Back
107,7.2957993,4.371576,Eyal Berkovic,Manchester City,Right Midfield,Right Foot,0.0,Right Wing
108,5.4817495,6.346039,Danny Tiatto,Manchester City,Right Center Forward,Left Foot,0.0,Striker
109,8.217327,7.8085756,David Sommeil,Manchester City,Right Center Back,Right Foot,0.0,Center Back
110,-1.5394961,8.026614,David Seaman,Manchester City,Goalkeeper,Right Foot,0.0,Goalkeeper
111,9.740972,3.288084,Antoine Sibierski,Manchester City,Right Center Forward,Right Foot,0.0,Striker
112,7.601259,4.064912,Jason Roberts,Portsmouth,Left Center Forward,Right Foot,0.0,Striker
113,6.989525,6.924391,Alexei Gennadyevich Smertin,Portsmouth,Left Midfield,Right Foot,0.0,Left Wing
114,-1.566718,7.5599103,Shaka Hislop,Portsmouth,Goalkeeper,Right Foot,0.0,Goalkeeper
115,3.7807944,3.871168,Boris Živković,Portsmouth,Left Back,Right Foot,0.0,Left Back
116,5.473703,8.139458,Dejan Stefanovic,Portsmouth,Left Center Back,Left Foot,0.0,Center Back
117,4.617124,3.2910392,Steve Stone,Portsmouth,Right Midfield,Right Foot,0.0,Right Wing
118,4.5346365,6.7051935,Patrik Berger,Portsmouth,Left Midfield,Left Foot,0.0,Left Wing
119,6.4934015,5.495189,Nigel Quashie,Portsmouth,Left Defensive Midfield,Right Foot,0.0,Defensive Midfield
120,6.420301,7.1555853,Arjan de Zeeuw,Portsmouth,Right Center Back,Right Foot,0.0,Center Back
121,7.6019306,5.8557343,Amdy Moustapha Faye,Portsmouth,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
122,4.232085,3.5217173,Sébastien Schemmel,Portsmouth,Right Back,Right Foot,0.0,Right Back
123,8.396209,3.6462164,Yakubu Aiyegbeni,Portsmouth,Left Center Forward,Right Foot,0.0,Striker
124,9.037866,4.2162633,Teddy Sheringham,Portsmouth,Right Center Forward,Right Foot,1.0,Striker
125,7.334014,7.199567,Phil Neville,Manchester United,Right Center Midfield,Right Foot,0.0,Center Midfield
126,-1.4251451,7.850521,Tim Howard,Manchester United,Goalkeeper,Right Foot,0.0,Goalkeeper
127,4.494189,7.818812,Quinton Fortune Kolobea,Manchester United,Left Center Midfield,Left Foot,0.0,Center Midfield
128,6.522724,5.736457,Bryan Hughes,Birmingham City,Left Midfield,Left Foot,0.0,Left Wing
129,7.6015205,3.950029,Stern John,Birmingham City,Center Forward,Head,0.0,Striker
130,8.347418,4.037877,Clinton Morrison,Birmingham City,Center Forward,Right Foot,0.0,Striker
131,-1.3237141,7.553087,Ian Bennett,Birmingham City,Goalkeeper,Right Foot,0.0,Goalkeeper
132,8.941387,8.23275,Kenny Cunningham,Birmingham City,Right Back,Right Foot,0.0,Right Back
133,4.024255,3.8315408,Damien Johnson,Birmingham City,Right Back,Right Foot,0.0,Right Back
134,3.6555943,3.6137176,Olivier Tébily,Birmingham City,Right Center Back,Right Foot,0.0,Center Back
135,3.8001316,6.756945,Stephen Clemence,Birmingham City,Left Center Midfield,Left Foot,0.0,Center Midfield
136,5.633653,8.2344055,Matthew Upson,Birmingham City,Left Center Back,Left Foot,0.0,Center Back
137,4.3824306,8.582879,Jamie Clapham,Birmingham City,Left Back,Left Foot,0.0,Left Back
138,6.129754,2.44499,Robbie Savage,Birmingham City,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
139,3.0890048,6.433336,Stan Lazaridis,Birmingham City,Left Midfield,Left Foot,0.0,Left Wing
140,8.431773,2.4447763,David Dunn,Birmingham City,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
141,6.99596,4.086675,Robbie Fowler,Manchester City,Left Center Midfield,Left Foot,0.0,Center Midfield
142,7.0072346,4.741211,Steve McManaman,Manchester City,Right Center Midfield,Right Foot,0.0,Center Midfield
143,3.5050745,3.2360463,Jihai Sun,Manchester City,Right Back,Right Foot,0.0,Right Back
144,5.372536,8.244722,Sylvain Distin,Manchester City,Left Center Back,Left Foot,0.0,Center Back
145,8.824353,2.4474618,Nicolas Anelka,Manchester City,Center Forward,Right Foot,0.5,Striker
146,-1.3245511,7.867913,David James,Manchester City,Goalkeeper,Right Foot,0.0,Goalkeeper
147,7.883306,3.0749931,Shaun Wright-Phillips,Manchester City,Right Attacking Midfield,Right Foot,0.0,Right Wing
148,8.631093,4.4025216,Trevor Sinclair,Manchester City,Left Attacking Midfield,Right Foot,0.0,Left Wing
149,8.211845,7.0717382,Paul Bosvelt,Manchester City,Left Center Midfield,Right Foot,0.0,Center Midfield
150,8.17588,5.3955045,Claudio Reyna,Manchester City,Right Center Midfield,Right Foot,0.0,Center Midfield
151,3.7176108,8.966469,Michael Tarnat,Manchester City,Left Back,Left Foot,0.0,Left Back
152,8.567708,7.361906,Joey Barton,Manchester City,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
153,7.1222296,7.64177,Richard Dunne,Manchester City,Right Center Back,Right Foot,0.0,Center Back
154,5.349192,4.802901,Shola Ameobi,Newcastle United,Right Center Midfield,Right Foot,0.0,Center Midfield
155,6.7976255,4.6043983,Darren Ambrose,Newcastle United,Left Midfield,Right Foot,0.0,Left Wing
156,5.3003016,7.505814,Gary Speed,Newcastle United,Left Defensive Midfield,Left Foot,0.0,Defensive Midfield
157,8.905619,2.6517513,Craig Bellamy,Newcastle United,Right Center Forward,Right Foot,0.0,Striker
158,10.287433,2.8591905,Alan Shearer,Newcastle United,Left Center Forward,Right Foot,0.0,Striker
159,8.565979,8.380331,"Andy O""Brien",Newcastle United,Left Center Back,Right Foot,0.0,Center Back
160,7.2393885,5.9010954,Lee Bowyer,Newcastle United,Right Midfield,Right Foot,0.0,Right Wing
161,3.57106,6.7598505,Laurent Robert,Newcastle United,Left Midfield,Left Foot,0.5,Left Wing
162,7.1368895,3.783436,Kieron Dyer,Newcastle United,Left Center Midfield,Right Foot,0.0,Center Midfield
163,-1.9890668,8.1747055,Shay Given,Newcastle United,Goalkeeper,Right Foot,0.0,Goalkeeper
164,9.15538,7.1856546,Jermaine Jenas,Newcastle United,Right Center Midfield,Right Foot,0.0,Center Midfield
165,4.433731,8.7558365,Olivier Bernard,Newcastle United,Left Back,Left Foot,0.5,Left Back
166,3.3217015,3.8774748,Aaron Hughes,Newcastle United,Right Back,Right Foot,0.0,Right Back
167,7.748828,8.312885,Titus Malachi Bramble,Newcastle United,Right Center Back,Right Foot,0.0,Center Back
168,5.9211907,5.3917074,Liam Ridgewell,Aston Villa,Left Midfield,Left Foot,0.0,Left Wing
169,5.8420053,5.356676,Ulises Hernán de la Cruz Bernardo,Aston Villa,Right Midfield,Head,0.0,Right Wing
170,-1.8797108,7.615117,Thomas Løvendahl Sørensen,Aston Villa,Goalkeeper,Right Foot,0.0,Goalkeeper
171,8.36358,8.212723,Olof Mellberg,Aston Villa,Right Center Back,Right Foot,0.0,Center Back
172,4.131713,3.817951,Mark Anthony Delaney,Aston Villa,Right Back,Right Foot,0.0,Right Back
173,6.593054,4.7451134,Lee Hendrie,Aston Villa,Right Midfield,Right Foot,0.0,Right Wing
174,3.7288535,6.8349223,Thomas Hitzlsperger,Aston Villa,Right Center Midfield,Left Foot,0.0,Center Midfield
175,9.7306385,3.3346229,Marcus Allbäck,Aston Villa,Right Center Forward,Right Foot,0.0,Striker
176,3.6310418,6.8119197,Gareth Barry,Aston Villa,Left Midfield,Left Foot,0.0,Left Wing
177,4.975463,7.275037,Peter Whittingham,Aston Villa,Left Center Midfield,Left Foot,0.0,Center Midfield
178,7.716441,8.018835,Ronny Johnsen,Aston Villa,Left Center Back,Right Foot,0.0,Center Back
179,3.9003608,8.428483,Jlloyd Tafari Samuel,Aston Villa,Left Back,Left Foot,0.0,Left Back
180,9.83149,2.972405,Juan Pablo Ángel Arango,Aston Villa,Left Center Forward,Right Foot,0.0,Striker
181,4.287957,3.4425485,Markus Babbel,Blackburn Rovers,Right Back,Right Foot,0.0,Right Back
182,4.3467264,8.170461,Vratislav Greško,Blackburn Rovers,Left Back,Left Foot,0.0,Left Back
183,7.938101,3.9958165,Dwight Yorke,Blackburn Rovers,Left Center Forward,Right Foot,0.0,Striker
184,8.185989,8.14807,Craig Short,Blackburn Rovers,Left Center Back,Right Foot,0.0,Center Back
185,6.9364176,4.942941,Jonathan Douglas,Blackburn Rovers,Right Midfield,Right Foot,0.0,Right Wing
186,9.749447,2.8756423,Andy Cole,Blackburn Rovers,Right Center Forward,Right Foot,0.0,Striker
187,-1.5333467,7.803961,Brad Friedel,Blackburn Rovers,Goalkeeper,Right Foot,0.0,Goalkeeper
188,8.4607725,6.385999,Martin Andresen,Blackburn Rovers,Left Midfield,Right Foot,0.0,Left Wing
189,9.110464,7.9829626,Andy Todd,Blackburn Rovers,Left Center Back,Right Foot,0.0,Center Back
190,3.9597323,3.2060747,Lucas Neill,Blackburn Rovers,Left Midfield,Right Foot,0.0,Left Wing
191,6.721073,2.9407177,Brett Emerton,Blackburn Rovers,Left Defensive Midfield,Right Foot,0.0,Defensive Midfield
192,4.0163555,8.07922,Michael Gray,Blackburn Rovers,Left Back,Left Foot,0.0,Left Back
193,8.277233,5.891696,Tugay Kerimoğlu,Blackburn Rovers,Right Center Midfield,Right Foot,0.0,Center Midfield
194,9.807584,3.4581177,Matt Jansen,Blackburn Rovers,Left Center Forward,Left Foot,0.0,Striker
195,6.45355,3.1656835,Jerrel Hasselbaink,Chelsea,Left Center Forward,Right Foot,0.0,Striker
196,6.890791,3.6544302,Joe Cole,Chelsea,Left Midfield,Right Foot,0.0,Left Wing
197,5.576696,5.4663076,Jesper Grønkjær,Chelsea,Left Center Forward,Right Foot,0.0,Striker
198,9.068733,2.4551196,Nwankwo Christian Kanu,Arsenal,Right Center Forward,Right Foot,0.0,Striker
199,-1.5778106,7.5847754,Carlo Cudicini,Chelsea,Goalkeeper,Right Foot,0.0,Goalkeeper
200,4.2887397,3.4512603,Glen Johnson,Chelsea,Right Back,Right Foot,0.0,Right Back
201,4.7197275,6.04774,Damien Duff,Chelsea,Left Midfield,Left Foot,0.0,Left Wing
202,8.162348,3.256049,"Gérémi Sorele N""Djitap Fotso",Chelsea,Left Midfield,Right Foot,0.0,Left Wing
203,3.4693382,8.528266,Wayne Bridge,Chelsea,Left Back,Left Foot,0.0,Left Back
204,7.339391,7.646263,Robert Huth,Chelsea,Left Center Back,Right Foot,0.0,Center Back
205,3.8742826,3.5753093,Mario Melchiot,Chelsea,Right Back,Right Foot,0.0,Right Back
206,8.689908,5.6203713,Claude Makélélé,Chelsea,Left Center Midfield,Right Foot,0.0,Center Midfield
207,7.0704174,2.2331817,Adrian Mutu,Chelsea,Left Center Forward,Right Foot,0.0,Striker
208,6.15626,5.2831388,John Welsh,Liverpool,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
209,9.260656,4.0760164,Emile Heskey,Liverpool,Left Center Forward,Right Foot,0.0,Striker
210,7.2707963,4.367188,Anthony Le Tallec,Liverpool,Left Midfield,Right Foot,0.0,Left Wing
211,8.525508,8.314941,Igor Bišćan,Liverpool,Right Center Back,Right Foot,0.0,Center Back
212,8.012279,6.994522,Salif Alassane Diao,Liverpool,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
213,9.4612,3.0378373,Michael Owen,Liverpool,Left Center Forward,Left Foot,0.5,Striker
214,7.4355307,3.8229601,El-Hadji Ousseynou Diouf,Liverpool,Right Midfield,Right Foot,0.0,Right Wing
215,6.4883866,4.0299473,Aaron Lennon,Leeds United,Left Midfield,Right Foot,0.0,Left Wing
216,-1.9393274,8.037647,Paul Robinson,Leeds United,Goalkeeper,Right Foot,0.0,Goalkeeper
217,8.417458,6.3615193,Zoumana Camara,Leeds United,Right Center Back,Right Foot,0.0,Center Back
218,4.544971,6.6462603,Seth Johnson,Leeds United,Left Defensive Midfield,Left Foot,0.0,Defensive Midfield
219,7.4936748,7.103321,José Vitor Roque Júnior,Leeds United,Left Center Back,Right Foot,0.0,Center Back
220,3.948019,8.453949,René Salomon Olembé-Olembé,Leeds United,Left Back,Left Foot,0.0,Left Back
221,4.875146,6.3996973,Lamine Sakho,Leeds United,Left Midfield,Left Foot,0.0,Left Wing
222,3.6677914,3.3423607,Gary Oliver Kelly,Leeds United,Right Back,Right Foot,0.0,Right Back
223,7.1328673,6.149648,David Batty,Leeds United,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
224,9.605691,2.8757052,Alan Smith,Leeds United,Left Center Forward,Right Foot,0.5,Striker
225,8.434615,3.4832616,Michael Bridges,Leeds United,Left Center Forward,Right Foot,0.0,Striker
226,3.7326822,6.7094316,Stewart Downing,Middlesbrough,Left Center Forward,Left Foot,0.0,Striker
227,6.918298,5.7914114,Andrew Davies,Middlesbrough,Right Center Back,Right Foot,0.0,Center Back
228,-1.4004259,8.041541,Mark Schwarzer,Middlesbrough,Goalkeeper,Right Foot,0.0,Goalkeeper
229,8.958595,2.548027,Sylvain Wiltord,Arsenal,Right Center Forward,Right Foot,0.3,Striker
230,6.7765017,3.0056577,Oswaldo Giroldo Júnior,Middlesbrough,Left Center Midfield,Right Foot,0.0,Center Midfield
231,4.100255,3.7368672,Stuart Parnaby,Middlesbrough,Right Back,Right Foot,0.0,Right Back
232,9.257184,8.262486,Gareth Southgate,Middlesbrough,Left Center Back,Right Foot,0.0,Center Back
233,7.425186,7.207059,Chris Riggott,Middlesbrough,Right Center Back,Right Foot,0.0,Center Back
234,8.081519,5.861717,Dorival Guidoni Júnior,Middlesbrough,Left Center Midfield,Right Foot,0.0,Center Midfield
235,4.050102,8.01369,Alan Wright,Middlesbrough,Left Midfield,Left Foot,0.0,Left Wing
236,8.053822,7.3652906,Colin Cooper,Middlesbrough,Left Back,Right Foot,0.0,Left Back
237,8.54699,6.160692,George Boateng,Middlesbrough,Right Center Midfield,Right Foot,0.0,Center Midfield
238,9.349678,2.6738043,Szilárd Németh,Middlesbrough,Left Center Forward,Right Foot,0.0,Striker
239,8.467525,2.8928306,Malcolm Christie,Middlesbrough,Right Center Forward,Right Foot,0.0,Striker
240,9.246429,3.6454058,Jonatan Lillebror Johansson,Charlton Athletic,Left Center Forward,Left Foot,0.0,Striker
241,-0.8150914,8.631374,Dean Kiely,Charlton Athletic,Goalkeeper,Left Foot,0.0,Goalkeeper
242,3.4817953,3.6545205,Luke Young,Charlton Athletic,Right Back,Right Foot,0.0,Right Back
243,7.8500786,7.806756,Radostin Kishishev,Charlton Athletic,Right Back,Right Foot,0.0,Right Back
244,6.3410654,2.338755,Claus Jensen,Charlton Athletic,Left Center Midfield,Right Foot,0.5,Center Midfield
245,7.124473,7.3286643,Jonathan Fortune,Charlton Athletic,Left Center Back,Right Foot,0.0,Center Back
246,8.128407,8.546607,Mark Fish,Charlton Athletic,Left Center Back,Right Foot,0.0,Center Back
247,9.059046,4.2149286,Graham Stuart,Charlton Athletic,Left Midfield,Right Foot,0.0,Left Wing
248,9.015114,3.808797,Carlton Cole Okirie,Charlton Athletic,Right Center Forward,Right Foot,0.0,Striker
249,4.1974063,8.836231,Hermann Hreidarsson,Charlton Athletic,Left Back,Left Foot,0.0,Left Back
250,8.25806,4.859123,Matt Holland,Charlton Athletic,Right Center Midfield,Right Foot,0.0,Center Midfield
251,6.958146,2.4667213,Paolo Di Canio,Charlton Athletic,Left Center Forward,Right Foot,0.5,Striker
252,9.368305,8.709118,Martin Keown,Arsenal,Right Midfield,Right Foot,0.0,Right Wing
253,7.0657735,4.854339,Trevor Benjamin,Leicester City,Left Center Forward,Right Foot,0.0,Striker
254,-0.99381256,7.5878882,Danny Coyne,Leicester City,Goalkeeper,Right Foot,0.0,Goalkeeper
255,6.823517,4.7538357,Paul Brooker,Leicester City,Right Midfield,Right Foot,0.0,Right Wing
256,8.91366,4.3606977,James Scowcroft,Leicester City,Left Midfield,Right Foot,0.0,Left Wing
257,4.0921307,3.5651777,Frank Mohammed Sinclair,Leicester City,Right Back,Right Foot,0.0,Right Back
258,7.5167522,7.7842364,Nikos Dabizas,Leicester City,Left Center Back,Right Foot,0.0,Center Back
259,8.0965395,4.919077,Steffen Freund,Leicester City,Right Midfield,Right Foot,0.0,Right Wing
260,6.3436713,3.2406068,Lilian Nalis,Leicester City,Left Defensive Midfield,Right Foot,0.0,Defensive Midfield
261,-1.8650233,7.602704,Ian Walker,Leicester City,Goalkeeper,Right Foot,0.0,Goalkeeper
262,6.1621733,7.463517,Matt Heath,Leicester City,Right Center Back,Left Foot,0.0,Center Back
263,4.1018844,8.204401,Jordan Stewart,Leicester City,Left Back,Left Foot,0.0,Left Back
