,x,y,player_name,team,position,foot,goals,agg_position
726,3.696588,3.1336517,Hiroki Sakai,Japan,Right Back,Right Foot,0.0,Right Back
727,8.065178,3.467336,Shinji Kagawa,Japan,Center Attacking Midfield,Right Foot,0.3333333333333333,Attacking Midfield
728,8.066506,3.003423,Genki Haraguchi,Japan,Right Wing,Right Foot,0.3333333333333333,Right Wing
729,9.923557,2.5755365,Yūya Ōsako,Japan,Center Forward,Right Foot,0.25,Striker
730,7.7095957,4.6922607,Aleksandar Prijović,Serbia,Center Forward,Head,0.0,Striker
731,4.666131,2.793814,Jens Stryger Larsen,Denmark,Right Wing Back,Right Foot,0.0,Right Back
732,6.7638674,5.7686834,Marcos Aoás Corrêa ,Brazil,Right Back,Right Foot,0.0,Right Back
733,7.840945,5.0208488,Daler Kuzyaev,Russia,Left Wing,Right Foot,0.125,Left Wing
734,3.2965832,3.0539873,Mário Figueira Fernandes,Russia,Right Back,Right Foot,0.125,Right Back
735,7.137155,2.4720564,Aleksandr Samedov,Russia,Right Wing,Right Foot,0.0,Right Wing
736,8.70732,8.949493,Ilya Kutepov,Russia,Right Center Back,Right Foot,0.0,Center Back
737,8.598806,6.0334125,Roman Zobnin,Russia,Left Defensive Midfield,Right Foot,0.0,Defensive Midfield
738,3.9951706,9.159973,Fedor Kudryashov,Russia,Left Back,Left Foot,0.0,Left Back
739,-1.9527941,7.52126,Igor Akinfeev,Russia,Goalkeeper,Right Foot,0.0,Goalkeeper
740,6.5136495,5.84245,Igor Smolnikov,Russia,Right Back,Right Foot,0.0,Right Back
741,6.242639,7.648195,Yury Gazinskiy,Russia,Center Forward,Right Foot,0.25,Striker
742,8.641769,7.4838805,Sebastián Coates Nión,Uruguay,Right Center Back,Right Foot,0.0,Center Back
743,10.374977,2.4529502,Artem Dzyuba,Russia,Center Forward,Right Foot,0.5,Striker
744,8.614872,8.875754,Sergei Ignashevich,Russia,Left Center Back,Right Foot,0.4,Center Back
745,3.3543293,6.373789,Aleksey Miranchuk,Russia,Center Attacking Midfield,Left Foot,0.25,Attacking Midfield
746,9.184936,3.0719736,Andrew Nabbout,Australia,Center Forward,Right Foot,0.0,Striker
747,6.336418,4.6920805,Ian Rey Smith Quiros,Costa Rica,Right Wing Back,Right Foot,0.0,Right Back
748,6.931438,6.0370884,Rándall Azofeifa Corrales,Costa Rica,Left Center Midfield,Right Foot,0.0,Center Midfield
749,5.0463614,4.606447,Rodney Wallace,Costa Rica,Left Wing,Left Foot,0.0,Left Wing
750,4.3289394,3.2771542,Michael Lang,Switzerland,Right Back,Right Foot,0.0,Right Back
751,8.83302,3.2122042,Josip Drmic,Switzerland,Center Forward,Right Foot,0.5,Striker
752,8.359899,5.6530333,Denis Lemi Zakaria Lako Lado,Switzerland,Right Center Midfield,Right Foot,0.0,Center Midfield
753,6.3522053,6.303417,Kendall Jamaal Waston Manley,Costa Rica,Left Center Back,Right Foot,1.0,Center Back
754,7.7030187,3.0932229,Daniel Colindres Solera,Costa Rica,Left Wing,Left Foot,0.0,Left Wing
755,6.3724933,5.0043283,Bassem Srarfi,Tunisia,Center Forward,Not Specified,0.0,Striker
756,7.9672985,4.7030215,Abdiel Arroyo Molinar,Panama,Left Center Midfield,Right Foot,0.0,Center Midfield
757,6.6327343,5.240411,Ahmed Khalil,Tunisia,Left Center Midfield,Right Foot,0.0,Center Midfield
758,6.5513864,5.881518,Harold Oshkaly Cummings Segura,Panama,Left Center Back,Right Foot,0.0,Center Back
759,-1.1300676,7.8935757,Aymen Mathlouthi,Tunisia,Goalkeeper,Right Foot,0.0,Goalkeeper
760,8.655122,7.47988,Rami Bedoui,Tunisia,Right Center Back,Right Foot,0.0,Center Back
761,4.279988,8.25187,Luis Carlos Ovalle Victoria,Panama,Left Back,Left Foot,0.0,Left Back
762,3.958751,3.0831504,Hamdi Nagguez,Tunisia,Right Back,Right Foot,0.0,Right Back
763,8.191549,5.4729543,Ghilane Chalali,Tunisia,Right Center Midfield,Right Foot,0.0,Center Midfield
764,3.567075,3.6870115,Adolfo Abdiel Machado,Panama,Right Back,Right Foot,0.0,Right Back
765,4.0782485,7.743686,Oussama Haddadi,Tunisia,Left Back,Left Foot,0.0,Left Back
766,3.7821035,6.739502,Ricardo Guardia Avila,Panama,Left Center Midfield,Left Foot,0.0,Center Midfield
767,7.1290746,4.7243505,Miguel Ángel Borja Hernández,Colombia,Center Forward,Head,0.0,Striker
768,8.439029,4.383214,Diafra Sakho,Senegal,Right Center Forward,Head,0.0,Striker
769,7.6865516,2.856516,Keita Baldé Diao,Senegal,Left Wing,Right Foot,0.0,Left Wing
770,4.047013,3.9004803,Lamine Gassama,Senegal,Right Back,Right Foot,0.0,Right Back
771,7.0145617,5.8379955,Wilder José Cartagena Mendoza,Peru,Right Midfield,Right Foot,0.0,Right Wing
772,7.6133327,4.216119,Jackson Irvine,Australia,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
773,6.545004,3.3724704,Christopher Paolo César Hurtado Huertas,Peru,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
774,7.3731475,2.81994,Daniel Arzani,Australia,Left Midfield,Right Foot,0.0,Left Wing
775,8.393942,4.4249935,Tim Cahill,Australia,Center Forward,Right Foot,0.0,Striker
776,-1.5349672,8.239182,Mathew Ryan,Australia,Goalkeeper,Right Foot,0.0,Goalkeeper
777,9.113829,8.100192,Trent Sainsbury,Australia,Right Center Back,Right Foot,0.0,Center Back
778,8.890927,7.939098,Mark Milligan,Australia,Left Center Back,Right Foot,0.0,Center Back
779,8.646078,6.4241023,Mile Jedinak,Australia,Right Center Midfield,Right Foot,0.6666666666666666,Center Midfield
780,3.5742607,8.523272,Aziz Eraltay Behich,Australia,Left Back,Left Foot,0.0,Left Back
781,6.3145185,2.0758076,Aaron Mooy,Australia,Left Center Midfield,Right Foot,0.0,Center Midfield
782,3.914343,3.6873655,Josh Risdon,Australia,Right Back,Right Foot,0.0,Right Back
783,4.8606057,3.8776686,Robbie Kruse,Australia,Left Midfield,Right Foot,0.0,Left Wing
784,9.389749,3.5619419,Mathew Leckie,Australia,Right Midfield,Right Foot,0.0,Right Wing
785,3.4432566,6.2167234,Tomas Petar Rogić,Australia,Center Attacking Midfield,Left Foot,0.0,Attacking Midfield
786,8.888277,3.5538805,Tomi Jurić,Australia,Center Forward,Right Foot,0.0,Striker
787,8.435759,4.2280397,Raúl Alonso Jiménez Rodríguez,Mexico,Center Forward,Right Foot,0.0,Striker
788,4.903469,6.5831823,Marvin Plattenhardt,Germany,Left Back,Left Foot,0.0,Left Back
789,8.659458,8.175084,Hugo Ayala Castro,Mexico,Right Center Back,Right Foot,0.0,Center Back
790,6.3902454,5.3221507,Yeltsin Ignacio Tejeda Valverde,Costa Rica,Left Midfield,Right Foot,0.0,Left Wing
791,4.2766776,8.596948,Francisco Javier Calvo Quesada,Costa Rica,Left Center Back,Left Foot,0.0,Center Back
792,6.7798285,2.5868707,Christian Bolaños Navarro,Costa Rica,Left Wing,Right Foot,0.0,Left Wing
793,4.0673203,3.492215,Cristian Gamboa Luna,Costa Rica,Right Wing Back,Right Foot,0.0,Right Back
794,3.324558,6.914102,Bryan Ruiz González,Costa Rica,Right Wing,Left Foot,0.0,Right Wing
795,7.479236,6.0526376,David Alberto Guzmán Pérez,Costa Rica,Left Center Midfield,Right Foot,0.0,Center Midfield
796,7.958031,8.186398,Johnny Acosta Zamora,Costa Rica,Right Center Back,Right Foot,0.0,Center Back
797,4.300157,8.541125,Bryan Oviedo,Costa Rica,Left Wing Back,Left Foot,0.0,Left Back
798,8.490647,8.536366,Giancarlo González Castro,Costa Rica,Center Back,Right Foot,0.0,Center Back
799,9.013983,2.849887,Johan Alberto Venegas Ulloa,Costa Rica,Left Wing,Right Foot,0.0,Left Wing
800,8.213132,3.139477,Marcos Danilo Ureña Porras,Costa Rica,Center Forward,Right Foot,0.0,Striker
801,6.8521924,4.816564,Simeon Tochukwu Nwankwo,Nigeria,Center Attacking Midfield,Head,0.0,Attacking Midfield
802,8.18659,2.912276,Marko Pjaca,Croatia,Center Forward,Right Foot,0.0,Striker
803,4.085997,3.8990724,Abdullahi Shehu,Nigeria,Right Back,Right Foot,0.0,Right Back
804,7.6193275,3.0330045,Alex Iwobi,Nigeria,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
805,5.7710214,5.4042444,Ari Freyr Skúlason,Iceland,Right Defensive Midfield,Head,0.0,Defensive Midfield
806,8.408623,4.631321,Björn Bergmann Sigurðarson,Iceland,Left Center Forward,Right Foot,0.0,Striker
807,8.320236,8.008963,Sverrir Ingi Ingason,Iceland,Left Center Back,Right Foot,0.0,Center Back
808,4.890108,4.507819,Tyronne Ebuehi,Nigeria,Left Midfield,Right Foot,0.0,Left Wing
809,3.6840665,3.5077937,Birkir Már Sævarsson,Iceland,Right Back,Right Foot,0.0,Right Back
810,4.8645964,3.202576,Victor Moses,Nigeria,Right Midfield,Right Foot,0.3333333333333333,Right Wing
811,7.7581615,7.8483715,Leon Aderemi Balogun,Nigeria,Right Center Back,Right Foot,0.0,Center Back
812,-1.3998247,7.990227,Francis Odinaka Uzoho,Nigeria,Goalkeeper,Right Foot,0.0,Goalkeeper
813,3.5205889,3.7347674,Aron Einar Gunnarsson,Iceland,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
814,3.8301766,3.549689,Brian Oladapo Idowu,Nigeria,Left Back,Right Foot,0.0,Left Back
815,8.243634,3.2219217,Rúrik Gíslason,Iceland,Right Midfield,Right Foot,0.0,Right Wing
816,8.317055,2.498427,Ahmed Musa,Nigeria,Left Center Forward,Right Foot,0.6666666666666666,Striker
817,-1.9259208,7.5370054,Hannes Þór Halldórsson,Iceland,Goalkeeper,Right Foot,0.0,Goalkeeper
818,3.1597757,6.544835,Kelechi Promise Iheanacho,Nigeria,Center Forward,Left Foot,0.0,Striker
819,8.335928,8.791182,Ragnar Sigurðsson,Iceland,Left Center Back,Right Foot,0.0,Center Back
820,9.170166,4.4285393,Kári Árnason,Iceland,Right Center Back,Right Foot,0.0,Center Back
821,4.405026,8.645516,Hörður Björgvin Magnússon,Iceland,Left Back,Left Foot,0.0,Left Back
822,7.018808,2.371461,Gylfi Þór Sigurðsson,Iceland,Center Attacking Midfield,Right Foot,0.3333333333333333,Attacking Midfield
823,8.016273,6.3298235,Onyinye Wilfred Ndidi,Nigeria,Right Center Midfield,Right Foot,0.0,Center Midfield
824,8.0017395,3.1699402,Birkir Bjarnason,Iceland,Left Midfield,Right Foot,0.0,Left Wing
825,9.348249,4.2540417,Jón Daði Böðvarsson,Iceland,Left Center Forward,Right Foot,0.0,Striker
826,8.624831,8.434346,William Troost-Ekong,Nigeria,Center Back,Right Foot,0.0,Center Back
827,7.724164,5.813272,Milan Badelj,Croatia,Center Defensive Midfield,Head,0.3333333333333333,Defensive Midfield
828,8.931476,2.3762722,Andrej Kramarić,Croatia,Center Attacking Midfield,Right Foot,0.1818181818181818,Attacking Midfield
829,3.3726141,8.905893,Josip Pivarić,Croatia,Left Back,Left Foot,0.0,Left Back
830,8.982722,2.7323048,Nicolai Jørgensen,Denmark,Center Forward,Right Foot,0.0,Striker
831,9.02773,6.3824377,Lasse Schöne,Denmark,Right Center Midfield,Right Foot,0.0,Center Midfield
832,-2.0971553,7.646422,Kasper Schmeichel,Denmark,Goalkeeper,Right Foot,0.0,Goalkeeper
833,9.161251,2.541567,Ante Rebić,Croatia,Left Wing,Right Foot,0.1,Left Wing
834,-1.6234387,8.08492,Danijel Subašić,Croatia,Goalkeeper,Right Foot,0.0,Goalkeeper
835,3.9362416,8.942552,Jonas Knudsen,Denmark,Left Back,Left Foot,0.0,Left Back
836,3.5138955,9.273065,Ivan Strinić,Croatia,Left Back,Left Foot,0.0,Left Back
837,2.8471944,5.8119106,Andreas Evald Cornelius,Denmark,Center Forward,Left Foot,0.0,Striker
838,3.4758992,2.6963916,Henrik Dalsgaard,Denmark,Right Back,Right Foot,0.0,Right Back
839,4.3851433,6.619293,Ivan Perišić,Croatia,Left Wing,Right Foot,0.5,Left Wing
840,9.791339,2.4537027,Yussuf Yurary Poulsen,Denmark,Right Wing,Right Foot,0.375,Right Wing
841,9.126416,6.733435,Marcelo Brozović,Croatia,Center Defensive Midfield,Right Foot,0.1,Defensive Midfield
842,9.61207,8.282077,Andreas Christensen,Denmark,Right Center Back,Right Foot,0.1,Center Back
843,3.342789,6.94966,Thomas Delaney,Denmark,Left Defensive Midfield,Left Foot,0.1,Defensive Midfield
844,9.689023,8.378929,Domagoj Vida,Croatia,Left Center Back,Right Foot,0.2,Center Back
845,8.199753,7.103633,Mathias Jattah-Njie Jørgensen,Denmark,Left Center Back,Right Foot,0.3333333333333333,Center Back
846,8.643644,5.640529,Youri Tielemans,Belgium,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
847,3.7722096,6.3620505,Douglas Costa de Souza,Brazil,Right Wing,Left Foot,0.0,Right Wing
848,9.905737,3.209784,Marouane Fellaini-Bakkioui,Belgium,Center Attacking Midfield,Right Foot,0.2,Attacking Midfield
849,9.180835,8.066665,Vincent Kompany,Belgium,Left Center Back,Right Foot,0.0,Center Back
850,6.530622,5.0681443,Florian Thauvin,France,Right Wing,Left Foot,0.0,Right Wing
851,8.246415,5.058032,Corentin Tolisso,France,Left Wing,Right Foot,0.0,Left Wing
852,7.6174984,3.179867,Maximiliano Eduardo Meza,Argentina,Left Attacking Midfield,Right Foot,0.0,Left Wing
853,7.5183873,2.4639218,Cristian David Pavón,Argentina,Left Attacking Midfield,Right Foot,0.0,Left Wing
854,5.2007046,8.365359,Faustino Marcos Alberto Rojo,Argentina,Left Center Back,Left Foot,0.3333333333333333,Center Back
855,-1.4752947,7.938838,Franco Armani,Argentina,Goalkeeper,Right Foot,0.0,Goalkeeper
856,3.4803133,8.749085,Nicolás Alejandro Tagliafico,Argentina,Left Back,Left Foot,0.0,Left Back
857,6.805406,4.450758,Saber Khalifa,Tunisia,Center Forward,Not Specified,0.0,Striker
858,8.056254,2.6909583,Ruben Loftus-Cheek,England,Left Center Midfield,Right Foot,0.0,Center Midfield
859,7.291385,5.3865547,Mohamed Amine Ben Amor,Tunisia,Right Midfield,Right Foot,0.0,Right Wing
860,7.740259,2.321925,Marcus Rashford,England,Left Center Forward,Right Foot,0.0909090909090909,Striker
861,-1.3814366,8.068343,Farouk Ben Mustapha,Tunisia,Goalkeeper,Right Foot,0.0,Goalkeeper
862,-0.7015213,8.851256,Jordan Pickford,England,Goalkeeper,Left Foot,0.0,Goalkeeper
863,8.507602,2.2194762,Raheem Sterling,England,Left Wing,Right Foot,0.2307692307692307,Left Wing
864,8.327055,5.6846957,Ferjani Sassi,Tunisia,Right Center Midfield,Right Foot,0.3333333333333333,Center Midfield
865,9.131086,6.7433767,Ellyes Joris Skhiri,Tunisia,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
866,4.3901186,3.4814713,Dylan Daniel Mahmoud Bronn,Tunisia,Right Back,Right Foot,0.5,Right Back
867,8.000302,8.005891,Syam Ben Youssef,Tunisia,Right Center Back,Right Foot,0.0,Center Back
868,3.3848646,8.701917,Ali Maâloul,Tunisia,Left Back,Left Foot,0.0,Left Back
869,8.638541,8.322516,Yassine Meriah,Tunisia,Left Center Back,Right Foot,0.0,Center Back
870,-0.9672868,7.4928074,Mouez Hassen,Tunisia,Goalkeeper,Right Foot,0.0,Goalkeeper
871,8.572545,2.1826797,Jesse Lingard,England,Right Center Midfield,Right Foot,0.1666666666666666,Center Midfield
872,7.784308,2.6592956,Naïm Sliti,Tunisia,Left Midfield,Right Foot,0.0,Left Wing
873,9.472149,3.2148578,Fakhreddine Ben Youssef,Tunisia,Right Midfield,Right Foot,0.3333333333333333,Right Wing
874,4.227644,2.846332,Ashley Young,England,Left Midfield,Right Foot,0.0,Left Wing
875,9.643847,8.462266,Harry Maguire,England,Left Center Back,Right Foot,0.25,Center Back
876,7.0909514,4.1487875,Anice Badri,Tunisia,Left Center Midfield,Right Foot,0.0,Center Midfield
877,3.1977394,2.8826172,Kyle Walker,England,Right Center Back,Right Foot,0.0,Center Back
878,7.378236,2.2278862,Wahbi Khazri,Tunisia,Center Forward,Right Foot,0.6666666666666666,Striker
879,9.639466,8.54013,John Stones,England,Center Back,Right Foot,0.1428571428571428,Center Back
880,9.877782,2.2656229,Breel-Donald Embolo,Switzerland,Left Center Forward,Right Foot,0.1111111111111111,Striker
881,9.80466,2.2941906,Mario Gavranović,Switzerland,Right Center Forward,Right Foot,0.4285714285714285,Striker
882,-2.1867244,8.04193,Yann Sommer,Switzerland,Goalkeeper,Right Foot,0.0,Goalkeeper
883,5.224285,8.339832,Duško Tošić,Serbia,Left Center Back,Left Foot,0.0,Center Back
884,8.820326,2.747028,Blerim Džemaili,Switzerland,Center Attacking Midfield,Right Foot,0.25,Attacking Midfield
885,7.68167,3.3550482,Steven Zuber,Switzerland,Left Wing,Right Foot,0.1428571428571428,Left Wing
886,8.58769,6.865033,Luka Milivojević,Serbia,Right Center Midfield,Right Foot,0.0,Center Midfield
887,3.5332408,8.732861,Ricardo Iván Rodríguez Araya,Switzerland,Left Back,Left Foot,0.0,Left Back
888,4.909828,7.80132,Granit Xhaka,Switzerland,Left Defensive Midfield,Left Foot,0.125,Defensive Midfield
889,9.311547,7.199632,Valon Behrami,Switzerland,Right Center Midfield,Right Foot,0.0,Center Midfield
890,9.036283,8.37337,Manuel Obafemi Akanji,Switzerland,Left Center Back,Right Foot,0.1111111111111111,Center Back
891,3.3272383,3.1057112,Branislav Ivanović,Serbia,Right Back,Right Foot,0.0,Right Back
892,2.8596697,6.324055,Xherdan Shaqiri,Switzerland,Center Attacking Midfield,Left Foot,0.4444444444444444,Attacking Midfield
893,6.6502595,3.8171182,Julian Brandt,Germany,Left Back,Right Foot,0.0,Left Back
894,7.7298145,4.208589,Jimmy Durmaz,Sweden,Right Midfield,Left Foot,0.0,Right Wing
895,8.954518,8.893833,Victor Nilsson Lindelöf,Sweden,Right Center Back,Right Foot,0.0,Center Back
896,8.486568,2.3081536,Timo Werner,Germany,Center Forward,Right Foot,0.0,Striker
897,6.8878083,6.019502,Sebastian Rudy,Germany,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
898,4.0005984,3.150685,Joshua Kimmich,Germany,Right Wing Back,Right Foot,0.0,Right Back
899,4.004323,7.79185,Jonas Hector,Germany,Left Back,Left Foot,0.0,Left Back
900,8.608442,3.0454078,Julian Draxler,Germany,Left Wing,Right Foot,0.0,Left Wing
901,9.636307,8.297016,Antonio Rüdiger,Germany,Left Center Back,Right Foot,0.0,Center Back
902,5.7480116,5.0795665,Luka Jović,Serbia,Center Forward,Not Specified,0.0,Striker
903,7.125242,4.123278,Nemanja Radonjić,Serbia,Left Wing,Right Foot,0.0,Left Wing
904,6.874721,5.2331433,Renato Soares de Oliveira Augusto,Brazil,Left Center Midfield,Right Foot,0.3333333333333333,Center Midfield
905,4.890809,6.3856916,Andrija Živković,Serbia,Center Attacking Midfield,Left Foot,0.0,Attacking Midfield
906,8.9595175,6.435719,Fernando Luiz Rosa,Brazil,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
907,9.597703,8.619029,Thiago Emiliano da Silva,Brazil,Right Center Back,Right Foot,0.2,Center Back
908,5.9218287,6.617745,Milos Veljkovic,Serbia,Left Center Back,Right Foot,0.0,Center Back
909,3.5473392,2.7585773,Fágner Conserva Lemos,Brazil,Right Back,Right Foot,0.0,Right Back
910,3.714575,6.6689067,Filip Kostić,Serbia,Left Wing,Left Foot,0.0,Left Wing
911,7.343022,2.5090332,Willian Borges da Silva,Brazil,Right Wing,Right Foot,0.0,Right Wing
912,3.5732932,8.880937,Aleksandar Kolarov,Serbia,Left Back,Left Foot,0.3333333333333333,Left Back
913,5.0063543,7.7358804,Nemanja Matić,Serbia,Left Center Midfield,Left Foot,0.0,Center Midfield
914,9.495367,2.7404203,Sergej Milinković-Savić,Serbia,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
915,7.266859,2.6345422,Adem Ljajić,Serbia,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
916,9.5198,8.284823,Nikola Milenković,Serbia,Right Center Back,Right Foot,0.0,Center Back
917,3.481497,6.3970976,Dušan Tadić,Serbia,Right Wing,Left Foot,0.0,Right Wing
918,10.371173,2.6171696,Aleksandar Mitrović,Serbia,Center Forward,Right Foot,0.3333333333333333,Striker
919,9.694497,2.5788236,Gabriel Fernando de Jesus,Brazil,Center Forward,Right Foot,0.0,Striker
920,7.3670187,2.4452972,Ricardo Andrade Quaresma Bernardo,Portugal,Right Midfield,Right Foot,0.3333333333333333,Right Wing
921,7.2734494,3.6383405,João Mário Naval da Costa Eduardo,Portugal,Left Midfield,Right Foot,0.0,Left Wing
922,-0.780571,8.768096,Rui Pedro dos Santos Patrício,Portugal,Goalkeeper,Left Foot,0.0,Goalkeeper
923,3.3200364,2.857557,Cédric Ricardo Alves Soares,Portugal,Right Back,Right Foot,0.0,Right Back
924,8.543909,8.253342,José Miguel da Rocha Fonte,Portugal,Left Center Back,Right Foot,0.0,Center Back
925,7.199132,2.2084615,Bruno Miguel Borges Fernandes,Portugal,Left Midfield,Right Foot,0.0,Left Wing
926,3.2904532,9.124805,Raphaël Adelino José Guerreiro,Portugal,Left Back,Left Foot,0.125,Left Back
927,6.1811247,2.082519,João Filipe Iria Santos Moutinho,Portugal,Right Center Midfield,Right Foot,0.0,Center Midfield
928,3.299546,6.4229455,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Right Midfield,Left Foot,0.0,Right Wing
929,8.358729,6.7478456,Gustav Svensson,Sweden,Right Center Midfield,Right Foot,0.0,Center Midfield
930,9.271465,4.1752357,Isaac Kiese Thelin,Sweden,Left Center Forward,Right Foot,0.0,Striker
931,6.576168,5.83103,Oscar Hiljemark,Sweden,Left Center Midfield,Head,0.0,Center Midfield
932,5.4886417,4.6825986,Joo-Ho Park,South Korea,Left Back,Left Foot,0.0,Left Back
933,9.46658,3.6533713,Viktor Claesson,Sweden,Right Midfield,Right Foot,0.1111111111111111,Right Wing
934,-2.1738875,7.6243267,Robin Olsen,Sweden,Goalkeeper,Right Foot,0.0,Goalkeeper
935,8.331943,7.6725326,Pontus Jansson,Sweden,Right Back,Head,0.0,Right Back
936,8.337004,4.568654,Ja-Cheol Koo,South Korea,Left Center Forward,Right Foot,0.0,Striker
937,3.3481147,2.9542358,Mikael Lustig,Sweden,Right Back,Right Foot,0.0,Right Back
938,6.056806,2.3131309,Sebastian Larsson,Sweden,Right Center Midfield,Right Foot,0.0,Center Midfield
939,9.061312,7.113045,Albin Ekdal,Sweden,Left Center Midfield,Right Foot,0.0,Center Midfield
940,10.186105,3.045695,Marcus Berg,Sweden,Right Center Forward,Right Foot,0.0,Striker
941,7.302016,2.1981962,Emil Peter Forsberg,Sweden,Left Midfield,Right Foot,0.5555555555555556,Left Wing
942,10.23155,2.9458401,Ola Toivonen,Sweden,Left Center Forward,Right Foot,0.2,Striker
943,8.637788,8.699887,Andreas Granqvist,Sweden,Left Center Back,Right Foot,0.4,Center Back
944,3.829462,9.058096,Ludwig Augustinsson,Sweden,Left Back,Left Foot,0.1111111111111111,Left Back
945,9.531444,3.8705416,Shin-Wook Kim,South Korea,Center Forward,Right Foot,0.0,Striker
946,8.161318,6.546015,Cheikhou Kouyaté,Senegal,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
947,8.314418,4.463883,Pape Moussa Konaté,Senegal,Left Center Forward,Head,0.0,Striker
948,8.994893,4.29987,"Cheikh N""Doye",Senegal,Right Center Forward,Head,0.0,Striker
949,-2.0154173,7.51598,"Khadim N""Diaye",Senegal,Goalkeeper,Right Foot,0.0,Goalkeeper
950,4.5087886,6.234945,Arkadiusz Milik,Poland,Center Attacking Midfield,Left Foot,0.0,Attacking Midfield
951,8.566537,8.793381,Salif Sané,Senegal,Right Center Back,Right Foot,0.0,Center Back
952,8.401339,2.7029667,Ismaïla Sarr,Senegal,Right Wing,Right Foot,0.0,Right Wing
953,4.1454244,8.266341,Youssouf Sabaly,Senegal,Left Back,Right Foot,0.0,Left Back
954,9.219135,7.160537,Idrissa Gana Gueye,Senegal,Left Center Midfield,Right Foot,0.0,Center Midfield
955,8.535614,3.9652967,Mame Biram Diouf,Senegal,Center Forward,Head,0.0,Striker
956,8.019758,7.3155346,Thiago Rangel Cionek,Poland,Right Center Back,Right Foot,0.0,Center Back
957,5.72688,8.040103,Kalidou Koulibaly,Senegal,Left Center Back,Right Foot,0.0,Center Back
958,7.754223,2.3691754,M''Baye Babacar Niang,Senegal,Left Center Forward,Right Foot,0.3333333333333333,Striker
959,6.534209,4.6313057,Raúl Mario Ruidíaz Misitich,Peru,Center Forward,Right Foot,0.0,Striker
960,8.558597,7.1925135,Anderson Santamaría Bardales,Peru,Left Center Back,Right Foot,0.0,Center Back
961,9.453182,3.0532873,Jefferson Agustín Farfán Guadalupe,Peru,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
962,-0.7931068,8.707383,Pedro David Gallese Quiróz,Peru,Goalkeeper,Left Foot,0.0,Goalkeeper
963,8.621348,8.518661,Christian Guillermo Martín Ramos Garagay,Peru,Right Center Back,Right Foot,0.0,Center Back
964,3.298779,6.8704944,Blaise Matuidi,France,Left Wing,Left Foot,0.0,Left Wing
965,8.171591,2.4021473,André Martín Carrillo Díaz,Peru,Right Midfield,Right Foot,0.3333333333333333,Right Wing
966,3.5800235,9.284316,Miguel Ángel Trauco Saavedra,Peru,Left Back,Left Foot,0.0,Left Back
967,7.7291985,2.0999253,Kylian Mbappé Lottin,France,Right Wing,Right Foot,0.3636363636363636,Right Wing
968,7.9229326,2.3679929,Christian Alberto Cueva Bravo,Peru,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
969,10.443305,2.6941488,José Paolo Guerrero Gonzáles,Peru,Center Forward,Right Foot,0.3333333333333333,Striker
970,8.898128,8.321446,Pedro Jesús Aquino Sánchez,Peru,Left Defensive Midfield,Right Foot,0.0,Defensive Midfield
971,6.672484,7.354018,Alberto Junior Rodríguez Valdelomar,Peru,Left Center Back,Right Foot,0.0,Center Back
972,9.174483,6.723487,N''Golo Kanté,France,Left Defensive Midfield,Right Foot,0.0,Defensive Midfield
973,3.6127677,6.9731474,Édison Michael Flores Peralta,Peru,Left Midfield,Left Foot,0.0,Left Wing
974,3.4671402,2.8902597,Benjamin Pavard,France,Right Back,Right Foot,0.1111111111111111,Right Back
975,3.5132606,7.0917454,Víctor Yoshimar Yotún Flores,Peru,Left Defensive Midfield,Left Foot,0.0,Defensive Midfield
976,2.8236024,5.8449645,Olivier Giroud,France,Center Forward,Left Foot,0.1111111111111111,Striker
977,9.566633,8.673065,Kamil Glik,Poland,Center Back,Right Foot,0.0,Center Back
978,8.945211,3.6974537,Łukasz Teodorczyk,Poland,Center Attacking Midfield,Head,0.0,Attacking Midfield
979,7.6171327,2.4267802,Kamil Grosicki,Poland,Left Wing,Right Foot,0.0,Left Wing
980,8.709259,5.9373846,Andrés Mateus Uribe Villa,Colombia,Left Center Midfield,Right Foot,0.0,Center Midfield
981,3.3386495,2.8261762,Bartosz Bereszyński,Poland,Right Center Back,Right Foot,0.0,Center Back
982,5.2046647,8.18,Michał Pazdan,Poland,Left Center Back,Left Foot,0.0,Center Back
983,6.604346,2.3651836,Piotr Zieliński,Poland,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
984,-1.8811655,8.006041,David Ospina Ramírez,Colombia,Goalkeeper,Right Foot,0.0,Goalkeeper
985,3.7115326,8.745126,Maciej Rybus,Poland,Left Back,Left Foot,0.0,Left Back
986,7.761779,6.428215,Jacek Góralski,Poland,Left Center Midfield,Right Foot,0.0,Center Midfield
